"Plot Title: EC1"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20636125, SEN S/N: 20636125)","Temp, °C (LGR S/N: 20636125, SEN S/N: 20636125)","Specific Conductance, μS/cm (LGR S/N: 20636125)","Coupler Detached (LGR S/N: 20636125)","Coupler Attached (LGR S/N: 20636125)","Host Connected (LGR S/N: 20636125)","End Of File (LGR S/N: 20636125)"
410,07/20/19 05:00:00 PM,6.6,8.56,9.8,,,,
411,07/20/19 05:15:00 PM,6.6,8.51,9.8,,,,
412,07/20/19 05:30:00 PM,6.6,8.42,9.8,,,,
413,07/20/19 05:45:00 PM,6.6,8.30,9.9,,,,
414,07/20/19 06:00:00 PM,6.6,8.19,9.9,,,,
415,07/20/19 06:15:00 PM,6.6,8.04,9.9,,,,
416,07/20/19 06:30:00 PM,6.6,7.91,10.0,,,,
417,07/20/19 06:45:00 PM,6.6,7.75,10.0,,,,
418,07/20/19 07:00:00 PM,7.3,7.63,11.1,,,,
419,07/20/19 07:15:00 PM,6.6,7.53,10.1,,,,
420,07/20/19 07:30:00 PM,7.3,7.41,11.2,,,,
421,07/20/19 07:45:00 PM,6.6,7.33,10.1,,,,
422,07/20/19 08:00:00 PM,6.6,7.22,10.2,,,,
423,07/20/19 08:15:00 PM,6.6,7.14,10.2,,,,
424,07/20/19 08:30:00 PM,7.4,7.05,11.5,,,,
425,07/20/19 08:45:00 PM,7.0,6.98,10.9,,,,
426,07/20/19 09:00:00 PM,7.0,6.92,10.9,,,,
427,07/20/19 09:15:00 PM,6.6,6.83,10.3,,,,
428,07/20/19 09:30:00 PM,7.0,6.77,10.9,,,,
429,07/20/19 09:45:00 PM,7.0,6.71,11.0,,,,
430,07/20/19 10:00:00 PM,7.0,6.67,11.0,,,,
431,07/20/19 10:15:00 PM,7.0,6.59,11.0,,,,
432,07/20/19 10:30:00 PM,7.0,6.53,11.0,,,,
433,07/20/19 10:45:00 PM,7.0,6.47,11.0,,,,
434,07/20/19 11:00:00 PM,7.0,6.43,11.0,,,,
435,07/20/19 11:15:00 PM,7.0,6.36,11.1,,,,
436,07/20/19 11:30:00 PM,6.6,6.31,10.4,,,,
437,07/20/19 11:45:00 PM,7.0,6.24,11.1,,,,
438,07/21/19 12:00:00 AM,7.0,6.20,11.1,,,,
439,07/21/19 12:15:00 AM,7.0,6.15,11.1,,,,
440,07/21/19 12:30:00 AM,7.0,6.08,11.2,,,,
441,07/21/19 12:45:00 AM,6.6,6.04,10.5,,,,
442,07/21/19 01:00:00 AM,7.0,6.00,11.2,,,,
443,07/21/19 01:15:00 AM,7.0,5.95,11.2,,,,
444,07/21/19 01:30:00 AM,7.0,5.91,11.2,,,,
445,07/21/19 01:45:00 AM,7.0,5.89,11.2,,,,
446,07/21/19 02:00:00 AM,7.0,5.87,11.2,,,,
447,07/21/19 02:15:00 AM,7.0,5.83,11.2,,,,
448,07/21/19 02:30:00 AM,7.0,5.79,11.2,,,,
449,07/21/19 02:45:00 AM,7.0,5.77,11.3,,,,
450,07/21/19 03:00:00 AM,7.0,5.74,11.3,,,,
451,07/21/19 03:15:00 AM,7.0,5.70,11.3,,,,
452,07/21/19 03:30:00 AM,7.0,5.67,11.3,,,,
453,07/21/19 03:45:00 AM,7.0,5.65,11.3,,,,
454,07/21/19 04:00:00 AM,7.0,5.61,11.3,,,,
455,07/21/19 04:15:00 AM,7.0,5.57,11.3,,,,
456,07/21/19 04:30:00 AM,7.0,5.53,11.3,,,,
457,07/21/19 04:45:00 AM,7.0,5.50,11.3,,,,
458,07/21/19 05:00:00 AM,7.0,5.47,11.3,,,,
459,07/21/19 05:15:00 AM,7.0,5.45,11.4,,,,
460,07/21/19 05:30:00 AM,7.0,5.44,11.4,,,,
461,07/21/19 05:45:00 AM,6.6,5.40,10.7,,,,
462,07/21/19 06:00:00 AM,7.0,5.37,11.4,,,,
463,07/21/19 06:15:00 AM,7.0,5.34,11.4,,,,
464,07/21/19 06:30:00 AM,7.0,5.33,11.4,,,,
465,07/21/19 06:45:00 AM,7.0,5.30,11.4,,,,
466,07/21/19 07:00:00 AM,7.0,5.29,11.4,,,,
467,07/21/19 07:15:00 AM,7.0,5.29,11.4,,,,
468,07/21/19 07:30:00 AM,7.0,5.30,11.4,,,,
469,07/21/19 07:45:00 AM,7.0,5.34,11.4,,,,
470,07/21/19 08:00:00 AM,7.0,5.38,11.4,,,,
471,07/21/19 08:15:00 AM,7.0,5.45,11.4,,,,
472,07/21/19 08:30:00 AM,7.0,5.50,11.3,,,,
473,07/21/19 08:45:00 AM,7.0,5.59,11.3,,,,
474,07/21/19 09:00:00 AM,7.0,5.78,11.2,,,,
475,07/21/19 09:15:00 AM,7.0,5.98,11.2,,,,
476,07/21/19 09:30:00 AM,6.6,6.19,10.5,,,,
477,07/21/19 09:45:00 AM,7.0,6.42,11.0,,,,
478,07/21/19 10:00:00 AM,6.6,6.67,10.3,,,,
479,07/21/19 10:15:00 AM,6.6,6.81,10.3,,,,
480,07/21/19 10:30:00 AM,7.0,7.05,10.8,,,,
481,07/21/19 10:45:00 AM,7.0,7.30,10.8,,,,
482,07/21/19 11:00:00 AM,7.0,7.51,10.7,,,,
483,07/21/19 11:15:00 AM,7.0,7.74,10.6,,,,
484,07/21/19 11:30:00 AM,7.0,7.97,10.6,,,,
485,07/21/19 11:45:00 AM,7.0,8.15,10.5,,,,
486,07/21/19 12:00:00 PM,7.0,8.26,10.5,,,,
487,07/21/19 12:15:00 PM,6.6,8.24,9.9,,,,
488,07/21/19 12:30:00 PM,6.6,8.30,9.9,,,,
489,07/21/19 12:45:00 PM,6.6,8.38,9.9,,,,
490,07/21/19 01:00:00 PM,6.6,8.53,9.8,,,,
491,07/21/19 01:15:00 PM,6.6,8.81,9.7,,,,
492,07/21/19 01:30:00 PM,7.3,8.98,10.7,,,,
493,07/21/19 01:45:00 PM,7.3,9.24,10.6,,,,
494,07/21/19 02:00:00 PM,6.9,9.58,10.0,,,,
495,07/21/19 02:15:00 PM,6.6,9.97,9.4,,,,
496,07/21/19 02:30:00 PM,6.9,10.12,9.8,,,,
497,07/21/19 02:45:00 PM,6.6,10.42,9.3,,,,
498,07/21/19 03:00:00 PM,6.9,10.28,9.8,,,,
499,07/21/19 03:15:00 PM,6.6,10.40,9.3,,,,
500,07/21/19 03:30:00 PM,6.6,10.35,9.3,,,,
501,07/21/19 03:45:00 PM,6.6,10.20,9.4,,,,
502,07/21/19 04:00:00 PM,6.6,10.07,9.4,,,,
503,07/21/19 04:15:00 PM,6.9,10.07,9.8,,,,
504,07/21/19 04:30:00 PM,6.6,9.91,9.5,,,,
505,07/21/19 04:45:00 PM,6.6,9.83,9.5,,,,
506,07/21/19 05:00:00 PM,6.6,9.71,9.5,,,,
507,07/21/19 05:15:00 PM,6.6,9.66,9.5,,,,
508,07/21/19 05:30:00 PM,7.3,9.53,10.6,,,,
509,07/21/19 05:45:00 PM,6.6,9.34,9.6,,,,
510,07/21/19 06:00:00 PM,6.6,9.17,9.6,,,,
511,07/21/19 06:15:00 PM,6.6,9.00,9.7,,,,
512,07/21/19 06:30:00 PM,6.6,8.84,9.7,,,,
513,07/21/19 06:45:00 PM,6.6,8.67,9.8,,,,
514,07/21/19 07:00:00 PM,6.6,8.52,9.8,,,,
515,07/21/19 07:15:00 PM,6.6,8.38,9.9,,,,
516,07/21/19 07:30:00 PM,6.6,8.24,9.9,,,,
517,07/21/19 07:45:00 PM,6.6,8.11,9.9,,,,
518,07/21/19 08:00:00 PM,6.6,7.97,10.0,,,,
519,07/21/19 08:15:00 PM,6.6,7.85,10.0,,,,
520,07/21/19 08:30:00 PM,6.6,7.73,10.0,,,,
521,07/21/19 08:45:00 PM,6.6,7.62,10.1,,,,
522,07/21/19 09:00:00 PM,7.0,7.51,10.7,,,,
523,07/21/19 09:15:00 PM,7.0,7.44,10.7,,,,
524,07/21/19 09:30:00 PM,7.0,7.34,10.8,,,,
525,07/21/19 09:45:00 PM,7.0,7.26,10.8,,,,
526,07/21/19 10:00:00 PM,7.0,7.16,10.8,,,,
527,07/21/19 10:15:00 PM,7.0,7.08,10.8,,,,
528,07/21/19 10:30:00 PM,7.0,7.02,10.9,,,,
529,07/21/19 10:45:00 PM,7.0,6.92,10.9,,,,
530,07/21/19 11:00:00 PM,6.6,6.85,10.3,,,,
531,07/21/19 11:15:00 PM,7.0,6.79,10.9,,,,
532,07/21/19 11:30:00 PM,7.0,6.71,11.0,,,,
533,07/21/19 11:45:00 PM,7.0,6.67,11.0,,,,
534,07/22/19 12:00:00 AM,7.0,6.63,11.0,,,,
535,07/22/19 12:15:00 AM,7.0,6.56,11.0,,,,
536,07/22/19 12:30:00 AM,7.0,6.51,11.0,,,,
537,07/22/19 12:45:00 AM,7.0,6.46,11.0,,,,
538,07/22/19 01:00:00 AM,7.0,6.40,11.0,,,,
539,07/22/19 01:15:00 AM,7.0,6.38,11.1,,,,
540,07/22/19 01:30:00 AM,7.0,6.31,11.1,,,,
541,07/22/19 01:45:00 AM,6.6,6.27,10.5,,,,
542,07/22/19 02:00:00 AM,7.0,6.24,11.1,,,,
543,07/22/19 02:15:00 AM,7.0,6.20,11.1,,,,
544,07/22/19 02:30:00 AM,7.0,6.16,11.1,,,,
545,07/22/19 02:45:00 AM,7.0,6.11,11.1,,,,
546,07/22/19 03:00:00 AM,7.0,6.08,11.2,,,,
547,07/22/19 03:15:00 AM,7.0,6.04,11.2,,,,
548,07/22/19 03:30:00 AM,7.0,6.03,11.2,,,,
549,07/22/19 03:45:00 AM,7.0,6.00,11.2,,,,
550,07/22/19 04:00:00 AM,7.0,5.98,11.2,,,,
551,07/22/19 04:15:00 AM,7.0,5.97,11.2,,,,
552,07/22/19 04:30:00 AM,7.0,5.91,11.2,,,,
553,07/22/19 04:45:00 AM,7.0,5.87,11.2,,,,
554,07/22/19 05:00:00 AM,7.0,5.85,11.2,,,,
555,07/22/19 05:15:00 AM,7.0,5.79,11.2,,,,
556,07/22/19 05:30:00 AM,7.0,5.77,11.3,,,,
557,07/22/19 05:45:00 AM,7.0,5.74,11.3,,,,
558,07/22/19 06:00:00 AM,7.0,5.70,11.3,,,,
559,07/22/19 06:15:00 AM,7.0,5.66,11.3,,,,
560,07/22/19 06:30:00 AM,7.0,5.62,11.3,,,,
561,07/22/19 06:45:00 AM,7.0,5.59,11.3,,,,
562,07/22/19 07:00:00 AM,7.0,5.58,11.3,,,,
563,07/22/19 07:15:00 AM,7.0,5.59,11.3,,,,
564,07/22/19 07:30:00 AM,6.6,5.65,10.6,,,,
565,07/22/19 07:45:00 AM,7.0,5.69,11.3,,,,
566,07/22/19 08:00:00 AM,7.0,5.73,11.3,,,,
567,07/22/19 08:15:00 AM,7.0,5.78,11.2,,,,
568,07/22/19 08:30:00 AM,7.0,5.85,11.2,,,,
569,07/22/19 08:45:00 AM,7.0,6.04,11.2,,,,
570,07/22/19 09:00:00 AM,7.0,6.23,11.1,,,,
571,07/22/19 09:15:00 AM,7.0,6.38,11.1,,,,
572,07/22/19 09:30:00 AM,7.0,6.56,11.0,,,,
573,07/22/19 09:45:00 AM,7.0,6.76,10.9,,,,
574,07/22/19 10:00:00 AM,7.0,6.88,10.9,,,,
575,07/22/19 10:15:00 AM,7.0,7.13,10.8,,,,
576,07/22/19 10:30:00 AM,7.0,7.28,10.8,,,,
577,07/22/19 10:45:00 AM,7.0,7.41,10.7,,,,
578,07/22/19 11:00:00 AM,7.0,7.57,10.7,,,,
579,07/22/19 11:15:00 AM,7.0,7.73,10.6,,,,
580,07/22/19 11:30:00 AM,7.0,7.95,10.6,,,,
581,07/22/19 11:45:00 AM,7.0,8.10,10.5,,,,
582,07/22/19 12:00:00 PM,7.0,8.22,10.5,,,,
583,07/22/19 12:15:00 PM,7.0,8.36,10.5,,,,
584,07/22/19 12:30:00 PM,7.0,8.57,10.4,,,,
585,07/22/19 12:45:00 PM,6.6,8.75,9.8,,,,
586,07/22/19 01:00:00 PM,7.0,8.91,10.3,,,,
587,07/22/19 01:15:00 PM,7.0,9.05,10.3,,,,
588,07/22/19 01:30:00 PM,6.6,9.01,9.7,,,,
589,07/22/19 01:45:00 PM,6.6,9.24,9.6,,,,
590,07/22/19 02:00:00 PM,6.9,9.53,10.0,,,,
591,07/22/19 02:15:00 PM,6.9,9.74,9.9,,,,
592,07/22/19 02:30:00 PM,6.9,9.78,9.9,,,,
593,07/22/19 02:45:00 PM,6.9,9.98,9.9,,,,
594,07/22/19 03:00:00 PM,6.9,10.36,9.8,,,,
595,07/22/19 03:15:00 PM,6.6,10.30,9.4,,,,
596,07/22/19 03:30:00 PM,6.9,10.24,9.8,,,,
597,07/22/19 03:45:00 PM,6.6,10.15,9.4,,,,
598,07/22/19 03:55:56 PM,,,,,Logged,,
599,07/22/19 03:59:22 PM,,,,,,Logged,
600,07/22/19 04:00:00 PM,4.0,9.59,5.8,,,,
601,07/22/19 04:02:13 PM,,,,Logged,,,
602,07/22/19 04:15:00 PM,6.9,10.00,9.9,,,,
603,07/22/19 04:30:00 PM,6.9,9.89,9.9,,,,
604,07/22/19 04:45:00 PM,6.9,9.77,9.9,,,,
605,07/22/19 05:00:00 PM,6.9,9.65,9.9,,,,
606,07/22/19 05:15:00 PM,7.0,9.51,10.1,,,,
607,07/22/19 05:30:00 PM,7.0,9.38,10.2,,,,
608,07/22/19 05:45:00 PM,7.0,9.24,10.2,,,,
609,07/22/19 06:00:00 PM,7.0,9.12,10.2,,,,
610,07/22/19 06:15:00 PM,7.0,8.98,10.3,,,,
611,07/22/19 06:30:00 PM,7.0,8.88,10.3,,,,
612,07/22/19 06:45:00 PM,7.0,8.75,10.3,,,,
613,07/22/19 07:00:00 PM,7.0,8.64,10.4,,,,
614,07/22/19 07:15:00 PM,7.0,8.53,10.4,,,,
615,07/22/19 07:30:00 PM,7.0,8.43,10.4,,,,
616,07/22/19 07:45:00 PM,7.0,8.34,10.5,,,,
617,07/22/19 08:00:00 PM,7.0,8.24,10.5,,,,
618,07/22/19 08:15:00 PM,7.0,8.18,10.5,,,,
619,07/22/19 08:30:00 PM,7.0,8.10,10.5,,,,
620,07/22/19 08:45:00 PM,7.0,8.03,10.6,,,,
621,07/22/19 09:00:00 PM,7.0,7.95,10.6,,,,
622,07/22/19 09:15:00 PM,7.0,7.87,10.6,,,,
623,07/22/19 09:30:00 PM,7.0,7.78,10.6,,,,
624,07/22/19 09:45:00 PM,7.0,7.67,10.7,,,,
625,07/22/19 10:00:00 PM,7.0,7.57,10.7,,,,
626,07/22/19 10:15:00 PM,7.0,7.42,10.7,,,,
627,07/22/19 10:30:00 PM,7.0,7.34,10.8,,,,
628,07/22/19 10:45:00 PM,7.0,7.33,10.8,,,,
629,07/22/19 11:00:00 PM,7.0,7.28,10.8,,,,
630,07/22/19 11:15:00 PM,7.0,7.24,10.8,,,,
631,07/22/19 11:30:00 PM,7.0,7.18,10.8,,,,
632,07/22/19 11:45:00 PM,7.0,7.13,10.8,,,,
633,07/23/19 12:00:00 AM,7.0,7.10,10.8,,,,
634,07/23/19 12:15:00 AM,7.0,7.05,10.8,,,,
635,07/23/19 12:30:00 AM,7.0,7.00,10.9,,,,
636,07/23/19 12:45:00 AM,7.0,6.95,10.9,,,,
637,07/23/19 01:00:00 AM,7.0,6.92,10.9,,,,
638,07/23/19 01:15:00 AM,7.0,6.87,10.9,,,,
639,07/23/19 01:30:00 AM,7.0,6.81,10.9,,,,
640,07/23/19 01:45:00 AM,7.0,6.77,10.9,,,,
641,07/23/19 02:00:00 AM,7.0,6.72,10.9,,,,
642,07/23/19 02:15:00 AM,7.0,6.67,11.0,,,,
643,07/23/19 02:30:00 AM,7.0,6.61,11.0,,,,
644,07/23/19 02:45:00 AM,7.0,6.55,11.0,,,,
645,07/23/19 03:00:00 AM,7.0,6.51,11.0,,,,
646,07/23/19 03:15:00 AM,7.7,6.47,12.1,,,,
647,07/23/19 03:30:00 AM,7.0,6.40,11.0,,,,
648,07/23/19 03:45:00 AM,7.0,6.35,11.1,,,,
649,07/23/19 04:00:00 AM,7.0,6.31,11.1,,,,
650,07/23/19 04:15:00 AM,7.0,6.26,11.1,,,,
651,07/23/19 04:30:00 AM,7.0,6.22,11.1,,,,
652,07/23/19 04:45:00 AM,7.0,6.16,11.1,,,,
653,07/23/19 05:00:00 AM,7.0,6.14,11.1,,,,
654,07/23/19 05:15:00 AM,7.0,6.10,11.1,,,,
655,07/23/19 05:30:00 AM,7.0,6.07,11.2,,,,
656,07/23/19 05:45:00 AM,7.0,6.02,11.2,,,,
657,07/23/19 06:00:00 AM,7.0,5.97,11.2,,,,
658,07/23/19 06:15:00 AM,7.0,5.94,11.2,,,,
659,07/23/19 06:30:00 AM,7.0,5.90,11.2,,,,
660,07/23/19 06:45:00 AM,7.0,5.86,11.2,,,,
661,07/23/19 07:00:00 AM,7.0,5.82,11.2,,,,
662,07/23/19 07:15:00 AM,7.0,5.81,11.2,,,,
663,07/23/19 07:30:00 AM,7.0,5.83,11.2,,,,
664,07/23/19 07:45:00 AM,7.0,5.87,11.2,,,,
665,07/23/19 08:00:00 AM,7.0,5.90,11.2,,,,
666,07/23/19 08:15:00 AM,7.0,5.94,11.2,,,,
667,07/23/19 08:30:00 AM,7.0,5.97,11.2,,,,
668,07/23/19 08:45:00 AM,7.0,6.03,11.2,,,,
669,07/23/19 09:00:00 AM,7.0,6.04,11.2,,,,
670,07/23/19 09:15:00 AM,7.0,6.04,11.2,,,,
671,07/23/19 09:30:00 AM,7.0,6.04,11.2,,,,
672,07/23/19 09:45:00 AM,7.4,6.11,11.8,,,,
673,07/23/19 10:00:00 AM,6.6,6.14,10.5,,,,
674,07/23/19 10:15:00 AM,7.4,6.22,11.7,,,,
675,07/23/19 10:30:00 AM,7.4,6.26,11.7,,,,
676,07/23/19 10:45:00 AM,6.6,6.39,10.4,,,,
677,07/23/19 11:00:00 AM,7.4,6.68,11.6,,,,
678,07/23/19 11:15:00 AM,7.4,7.10,11.4,,,,
679,07/23/19 11:30:00 AM,7.3,7.33,11.2,,,,
680,07/23/19 11:45:00 AM,7.0,7.48,10.7,,,,
681,07/23/19 11:56:45 AM,,,,,Logged,,
682,07/23/19 11:56:58 AM,,,,,,Logged,
683,07/23/19 11:58:35 AM,,,,Logged,,,
684,07/23/19 12:00:00 PM,7.3,7.40,11.2,,,,
685,07/23/19 12:15:00 PM,6.6,7.44,10.1,,,,
686,07/23/19 12:30:00 PM,6.6,7.57,10.1,,,,
687,07/23/19 12:45:00 PM,6.6,7.74,10.0,,,,
688,07/23/19 01:00:00 PM,6.6,7.93,10.0,,,,
689,07/23/19 01:15:00 PM,6.6,8.14,9.9,,,,
690,07/23/19 01:30:00 PM,6.6,8.38,9.9,,,,
691,07/23/19 01:45:00 PM,6.6,8.57,9.8,,,,
692,07/23/19 02:00:00 PM,6.6,8.79,9.7,,,,
693,07/23/19 02:15:00 PM,6.6,8.85,9.7,,,,
694,07/23/19 02:30:00 PM,6.6,8.93,9.7,,,,
695,07/23/19 02:45:00 PM,6.6,8.95,9.7,,,,
696,07/23/19 03:00:00 PM,6.6,8.92,9.7,,,,
697,07/23/19 03:15:00 PM,6.6,8.87,9.7,,,,
698,07/23/19 03:30:00 PM,6.6,8.79,9.7,,,,
699,07/23/19 03:45:00 PM,6.6,8.73,9.8,,,,
700,07/23/19 04:00:00 PM,6.6,8.68,9.8,,,,
701,07/23/19 04:15:00 PM,6.6,8.63,9.8,,,,
702,07/23/19 04:30:00 PM,6.6,8.57,9.8,,,,
703,07/23/19 04:45:00 PM,6.6,8.51,9.8,,,,
704,07/23/19 05:00:00 PM,6.6,8.44,9.8,,,,
705,07/23/19 05:15:00 PM,6.6,8.34,9.9,,,,
706,07/23/19 05:30:00 PM,6.6,8.28,9.9,,,,
707,07/23/19 05:45:00 PM,6.6,8.16,9.9,,,,
708,07/23/19 06:00:00 PM,6.6,8.08,9.9,,,,
709,07/23/19 06:15:00 PM,6.6,7.97,10.0,,,,
710,07/23/19 06:30:00 PM,6.6,7.85,10.0,,,,
711,07/23/19 06:45:00 PM,6.6,7.74,10.0,,,,
712,07/23/19 07:00:00 PM,6.6,7.67,10.0,,,,
713,07/23/19 07:15:00 PM,6.6,7.59,10.1,,,,
714,07/23/19 07:30:00 PM,6.6,7.53,10.1,,,,
715,07/23/19 07:45:00 PM,6.6,7.46,10.1,,,,
716,07/23/19 08:00:00 PM,7.3,7.38,11.2,,,,
717,07/23/19 08:15:00 PM,6.6,7.34,10.1,,,,
718,07/23/19 08:30:00 PM,6.6,7.26,10.2,,,,
719,07/23/19 08:45:00 PM,7.4,7.16,11.4,,,,
720,07/23/19 09:00:00 PM,7.4,7.09,11.5,,,,
721,07/23/19 09:15:00 PM,6.6,7.02,10.2,,,,
722,07/23/19 09:30:00 PM,6.6,6.97,10.2,,,,
723,07/23/19 09:45:00 PM,6.6,6.92,10.3,,,,
724,07/23/19 10:00:00 PM,7.4,6.88,11.5,,,,
725,07/23/19 10:15:00 PM,6.6,6.81,10.3,,,,
726,07/23/19 10:30:00 PM,7.0,6.76,10.9,,,,
727,07/23/19 10:45:00 PM,7.4,6.71,11.6,,,,
728,07/23/19 11:00:00 PM,6.6,6.65,10.3,,,,
729,07/23/19 11:15:00 PM,6.6,6.57,10.4,,,,
730,07/23/19 11:30:00 PM,6.6,6.53,10.4,,,,
731,07/23/19 11:45:00 PM,7.4,6.49,11.6,,,,
732,07/24/19 12:00:00 AM,7.0,6.46,11.0,,,,
733,07/24/19 12:15:00 AM,6.6,6.39,10.4,,,,
734,07/24/19 12:30:00 AM,7.0,6.32,11.1,,,,
735,07/24/19 12:45:00 AM,7.4,6.28,11.7,,,,
736,07/24/19 01:00:00 AM,6.6,6.22,10.5,,,,
737,07/24/19 01:15:00 AM,7.4,6.16,11.8,,,,
738,07/24/19 01:30:00 AM,6.6,6.11,10.5,,,,
739,07/24/19 01:45:00 AM,6.6,6.08,10.5,,,,
740,07/24/19 02:00:00 AM,7.4,6.06,11.8,,,,
741,07/24/19 02:15:00 AM,6.6,6.00,10.5,,,,
742,07/24/19 02:30:00 AM,6.6,5.98,10.5,,,,
743,07/24/19 02:45:00 AM,6.6,5.97,10.5,,,,
744,07/24/19 03:00:00 AM,7.4,5.91,11.8,,,,
745,07/24/19 03:15:00 AM,7.0,5.90,11.2,,,,
746,07/24/19 03:30:00 AM,7.4,5.87,11.9,,,,
747,07/24/19 03:45:00 AM,7.0,5.86,11.2,,,,
748,07/24/19 04:00:00 AM,7.0,5.83,11.2,,,,
749,07/24/19 04:15:00 AM,7.0,5.82,11.2,,,,
750,07/24/19 04:30:00 AM,7.0,5.78,11.2,,,,
751,07/24/19 04:45:00 AM,6.6,5.74,10.6,,,,
752,07/24/19 05:00:00 AM,6.6,5.71,10.6,,,,
753,07/24/19 05:15:00 AM,7.4,5.70,11.9,,,,
754,07/24/19 05:30:00 AM,7.0,5.67,11.3,,,,
755,07/24/19 05:45:00 AM,6.6,5.65,10.6,,,,
756,07/24/19 06:00:00 AM,6.6,5.62,10.7,,,,
757,07/24/19 06:15:00 AM,7.0,5.59,11.3,,,,
758,07/24/19 06:30:00 AM,7.0,5.57,11.3,,,,
759,07/24/19 06:45:00 AM,7.4,5.55,12.0,,,,
760,07/24/19 07:00:00 AM,7.0,5.54,11.3,,,,
761,07/24/19 07:15:00 AM,7.0,5.54,11.3,,,,
762,07/24/19 07:30:00 AM,7.0,5.55,11.3,,,,
763,07/24/19 07:45:00 AM,7.0,5.55,11.3,,,,
764,07/24/19 08:00:00 AM,7.4,5.57,12.0,,,,
765,07/24/19 08:15:00 AM,6.6,5.61,10.7,,,,
766,07/24/19 08:30:00 AM,6.6,5.67,10.6,,,,
767,07/24/19 08:45:00 AM,6.6,5.79,10.6,,,,
768,07/24/19 09:00:00 AM,7.4,5.89,11.9,,,,
769,07/24/19 09:15:00 AM,6.6,6.02,10.5,,,,
770,07/24/19 09:30:00 AM,6.6,6.12,10.5,,,,
771,07/24/19 09:45:00 AM,6.6,6.19,10.5,,,,
772,07/24/19 10:00:00 AM,7.4,6.26,11.7,,,,
773,07/24/19 10:15:00 AM,6.6,6.34,10.4,,,,
774,07/24/19 10:30:00 AM,6.6,6.43,10.4,,,,
775,07/24/19 10:45:00 AM,6.6,6.53,10.4,,,,
776,07/24/19 11:00:00 AM,6.6,6.64,10.3,,,,
777,07/24/19 11:15:00 AM,6.6,6.77,10.3,,,,
778,07/24/19 11:30:00 AM,6.6,6.93,10.3,,,,
779,07/24/19 11:45:00 AM,6.6,7.02,10.2,,,,
780,07/24/19 12:00:00 PM,6.6,7.13,10.2,,,,
781,07/24/19 12:15:00 PM,6.6,7.36,10.1,,,,
782,07/24/19 12:30:00 PM,6.6,7.41,10.1,,,,
783,07/24/19 12:45:00 PM,7.0,7.48,10.7,,,,
784,07/24/19 01:00:00 PM,6.6,7.62,10.1,,,,
785,07/24/19 01:15:00 PM,6.6,7.94,10.0,,,,
786,07/24/19 01:30:00 PM,6.6,8.15,9.9,,,,
787,07/24/19 01:45:00 PM,6.6,8.76,9.7,,,,
788,07/24/19 02:00:00 PM,6.6,8.98,9.7,,,,
789,07/24/19 02:15:00 PM,6.6,9.10,9.7,,,,
790,07/24/19 02:30:00 PM,6.6,9.22,9.6,,,,
791,07/24/19 02:45:00 PM,6.6,9.21,9.6,,,,
792,07/24/19 03:00:00 PM,6.6,9.30,9.6,,,,
793,07/24/19 03:15:00 PM,6.6,9.21,9.6,,,,
794,07/24/19 03:30:00 PM,6.6,9.08,9.7,,,,
795,07/24/19 03:45:00 PM,6.6,9.17,9.6,,,,
796,07/24/19 04:00:00 PM,6.6,9.33,9.6,,,,
797,07/24/19 04:15:00 PM,6.6,9.46,9.6,,,,
798,07/24/19 04:30:00 PM,6.6,9.45,9.6,,,,
799,07/24/19 04:45:00 PM,6.6,9.30,9.6,,,,
800,07/24/19 05:00:00 PM,7.3,9.36,10.6,,,,
801,07/24/19 05:15:00 PM,6.6,9.37,9.6,,,,
802,07/24/19 05:30:00 PM,6.6,9.37,9.6,,,,
803,07/24/19 05:45:00 PM,6.6,9.24,9.6,,,,
804,07/24/19 06:00:00 PM,6.6,9.02,9.7,,,,
805,07/24/19 06:15:00 PM,6.6,8.83,9.7,,,,
806,07/24/19 06:30:00 PM,6.6,8.61,9.8,,,,
807,07/24/19 06:45:00 PM,6.6,8.44,9.8,,,,
808,07/24/19 07:00:00 PM,6.6,8.27,9.9,,,,
809,07/24/19 07:15:00 PM,7.3,8.00,11.0,,,,
810,07/24/19 07:30:00 PM,6.6,7.77,10.0,,,,
811,07/24/19 07:45:00 PM,6.6,7.57,10.1,,,,
812,07/24/19 08:00:00 PM,6.6,7.37,10.1,,,,
813,07/24/19 08:15:00 PM,6.6,7.18,10.2,,,,
814,07/24/19 08:30:00 PM,6.6,7.01,10.2,,,,
815,07/24/19 08:45:00 PM,6.6,6.92,10.3,,,,
816,07/24/19 09:00:00 PM,7.4,6.88,11.5,,,,
817,07/24/19 09:15:00 PM,6.6,6.85,10.3,,,,
818,07/24/19 09:30:00 PM,6.6,6.81,10.3,,,,
819,07/24/19 09:45:00 PM,6.6,6.76,10.3,,,,
820,07/24/19 10:00:00 PM,7.4,6.69,11.6,,,,
821,07/24/19 10:15:00 PM,7.4,6.65,11.6,,,,
822,07/24/19 10:30:00 PM,7.0,6.63,11.0,,,,
823,07/24/19 10:45:00 PM,7.4,6.59,11.6,,,,
824,07/24/19 11:00:00 PM,7.0,6.53,11.0,,,,
825,07/24/19 11:15:00 PM,7.0,6.48,11.0,,,,
826,07/24/19 11:30:00 PM,6.6,6.44,10.4,,,,
827,07/24/19 11:45:00 PM,7.4,6.39,11.7,,,,
828,07/25/19 12:00:00 AM,7.0,6.35,11.1,,,,
